Source	Target	Type	Citation
TP53	BCL2L1	2	18172861
TP53	BCL3	2	12808109
TP53	BDKRB2	1	15632413
TP53	BGLAP	1	21964930
TP53	BIRC5	2	17124180
TP53	BIRC5	Unknown	19067706
TP53	BRCA1	2	9619832
TP53	BRCA1	Unknown	21742769
TP53	BRCA2	2	18765668;9619832
TP53	BTG2	Unknown	16581545
TP53	BTG3	Unknown	18590053
TP53	BTS1	Unknown	9030974
TP53	CABLES1	Unknown	11706030
TP53	CARM1	Unknown	20462455
TP53	CASP1	Unknown	11278253
TP53	CASP3	Unknown	21859835
TP53	CAV1	1	10684646
TP53	CCNA1	Unknown	17530187
TP53	CCNA2	Unknown	8270002
TP53	CCNB1	2	11892838
TP53	CCNB2	2	12889596
TP53	CCND1	2	12808109
TP53	CD82	1	9736732
TP53	CDK1	2	12889596
TP53	CDK1	Unknown	19067706
TP53	CDK2	2	12732645
TP53	CDK4	Unknown	17530187
TP53	CDKN1A	1	10101800;10327058;10499591;10522058;10566557;10597242;11444825;11892838;12665570;12889596;12902982;14522900;15851483;15882981;15897882;17280505;18172861;18645021;19501055;19713748;20673369;21084835;21245169;21557991;22532570;22732402;7753560;9916993
TP53	CDKN1A	2	15208672;16970927;17344317
TP53	CDKN1A	Unknown	10559267;10910098;12007564;12420214;12851404;15509808;15539944;15856024;15988033;16103882;16434701;16540664;16557594;16581545;17996705;18225552;18755897;19067706;19954840;20036872;20190809;20531308;21858218;21900401
TP53	CDKN1B	Unknown	15988033
TP53	CHEK1	2	15016801
TP53	CHEK1	Unknown	11152453
TP53	CHEK2	2	10531348
TP53	CHUK	2	15469934
TP53	CKM	1	8389468
TP53	CRYAB	1	21556774
TP53	CTNNB1	2	19411072
TP53	CTSD	1	10029407
TP53	CYFIP2	Unknown	15856024
TP53	DDB1	1	16357511
TP53	DDB1	2	19382146
TP53	DDB2	1	16357511
TP53	DDB2	Unknown	12771027;12967652;15856024;15927209;22336944
TP53	DKK1	Unknown	15229249
TP53	DNMT1	1	20570896
TP53	DNMT1	2	20570896;21478913
TP53	DNMT1	Unknown	18555750
TP53	DUSP1	1	12890671;15611668
TP53	E2F1	2	8557038
TP53	E2F3	2	20428827
TP53	E2F7	1	22802528
TP53	EGFR	1	10029407
TP53	EGR1	Unknown	16990849
TP53	ELF4	Unknown	20805247
TP53	EPHA2	1	11641774
TP53	ESR1	Unknown	21655924
TP53	EZH2	1	15208672
TP53	EZH2	2	15208672;21165554
TP53	FAS	1	10101800;11313989
TP53	FAS	Unknown	16317104
TP53	FDXR	Unknown	12370809
TP53	FGF2	2	10029407
TP53	FLT1	1	16432214
TP53	FLT1	Unknown	1724219e
TP53	FOXM1	2	21518729
TP53	FOXO3	Unknown	19299143
TP53	FRMD5	Unknown	19139068
TP53	FUS	Unknown	12364590
TP53	GADD45A	1	10566557
TP53	GADD45A	2	17344317;18350249
TP53	GADD45A	Unknown	10327059;12007564;15031557;16581545;18225552
TP53	GC	Unknown	8642300
TP53	GDF15	1	10618379
TP53	GDF15	Unknown	10777512
TP53	GLI2	Unknown	18813803
TP53	GML	1	10717525
TP53	GPNMB	Unknown	15684612
TP53	GSTP1	1	18505928
TP53	HIPK2	1	11740489
TP53	HNF4A	2	16895524
TP53	HRAS	Unknown	11127813
TP53	HSF1	Unknown	20180806
TP53	HSP90AB1	2	15284248
TP53	ID1	Unknown	16557594
TP53	ID2	Unknown	16557594
TP53	IER3	Unknown	12360408
TP53	IFI16	1	18974396
TP53	IFI16	Unknown	11146555
TP53	IGF1R	2	12444079;17097318
TP53	IGF1R	Unknown	11001824;17600529
TP53	IGFBP3	1	10101800
TP53	ING1	Unknown	16465410
TP53	IPO7	2	22284678
TP53	KLF2	2	23202365
TP53	MAD1L1	2	12876282
TP53	MAP4	2	19411072
TP53	MCL1	2	19411072
TP53	MCM7	2	15899946
TP53	MDM2	1	10566557;10718212;12902982;15851483;20837136;22223137;22532570;9645455;9858609
TP53	MDM2	Unknown	10469568;12851404;14532965;15856024;18566224;18583933;20036872;22180176;9071998
TP53	MDM4	Unknown	20036872;20372076
TP53	MET	2	21831840
TP53	MGMT	2	17564708;19846904
TP53	MGMT	Unknown	20525765
TP53	MKI67	Unknown	14675138
TP53	MMP1	2	15108353
TP53	MMP2	1	10029407;11792711;9343394
TP53	MMP2	Unknown	19853299;19939245
TP53	MUC2	1	12374798
TP53	MYC	2	19411072
TP53	MYC	Unknown	19202062
TP53	NFKB1	Unknown	15988033
TP53	NKX3-1	2	17202838
TP53	NLRC4	1	15580302
TP53	NME1	Unknown	12669312
TP53	OGG1	1	16293709
TP53	PAX5	1	21319196
TP53	PDGFRB	1	18697203
TP53	PERP	2	17344317
TP53	PERP	Unknown	15856024
TP53	PIAS3	2	11877452
TP53	PLAGL1	Unknown	11896574
TP53	PLK1	Unknown	24076372
TP53	PLK3	Unknown	16581545
TP53	PMAIP1	1	14695212
TP53	PMAIP1	Unknown	15856024
TP53	PML	1	14992722
TP53	POLD1	Unknown	11375983
TP53	PPARGC1A	Unknown	19139068
TP53	PTPA	2	10787423
TP53	PRC1	2	12889596
TP53	PRG3	Unknown	12135761
TP53	PRKAB1	Unknown	12771025
TP53	PTEN	2	17344317
TP53	PTEN	Unknown	11545734
TP53	PTPN13	Unknown	11696979
TP53	PTTG1	1	12355087
TP53	PTTG1	2	15016801
TP53	RAD51B	Unknown	9878257
TP53	RASSF1	2	21364923
TP53	RB1	Unknown	8119988
TP53	RECQL4	1	15674334
TP53	REEP5	2	8557038
TP53	RELA	Unknown	15988033
TP53	RRM2B	Unknown	10716435;15856024
TP53	S100B	1	15178678
TP53	SFN	1	10101800
TP53	SIAH1	Unknown	20421190
TP53	SIVA1	1	15105421
TP53	SIVA1	1	15105421
TP53	SLC2A1	2	22483234
TP53	SLC6A6	2	16734743
TP53	SMAD3	Unknown	21900401
TP53	SSTR2	2	14695784
TP53	STAT1	Unknown	12364590
TP53	STAT3	2	11809683
TP53	TBXAS1	2	14586398
TP53	TCEAL1	Unknown	20421190
TP53	TCF7L2	2	14990988
TP53	TERT	2	10778946;18754863
TP53	THBS1	1	10029407;10101800
TP53	THBS1	Unknown	19826414
TP53	TNFRSF10A	1	11313989
TP53	TNFRSF10B	1	10101800;11313989;11756185
TP53	TNFRSF10B	Unknown	10810622;19351839
TP53	TP53	1	22532570
TP53	TP53	Unknown	11032029;16990849
TP53	TP53I3	1	10101800;14695213
TP53	TP53I3	Unknown	12851404
TP53	TP73	Unknown	11238924;16990849
TP53	TRIM22	1	15064739
TP53	TYMS	2	21351099
TP53	UHRF1	2	18220474;19501055
TP53	UHRF1BP1	1	18220474
TP53	VCAN	1	12438652
TP53	VEGFA	1	16684540
TP53	VEGFA	2	11559575
TP53	WRN	2	11427532
TP53	XPC	Unknown	12771027;12967652;15927209;16357511;22336944
TP53	XPO1	2	22284678
TP53BP1	BRCA1	1	15970701
TP53BP1	BRCA1	Unknown	21914189
TP63	BAX	1	16007146
TP63	BRCA1	Unknown	24556685
TP63	CDKN1A	1	16007146
TP63	DDB2	Unknown	17984111
TP63	Dec-01	Unknown	21317427
TP63	EVPL	Unknown	15988020
TP63	FDXR	Unknown	12370809
TP63	ID2	2	21478550
TP63	KLF4	2	20972454
TP63	PPARA	Unknown	19458633
TP63	SMARCD3	Unknown	15988020
TP63	TCF4	1	22232078
TP63	VDR	1	22521434
TP63	VDR	Unknown	16462763;17716971
TP63	XPC	Unknown	17984111
TP63	ZNF750	Unknown	22922031
TP65	CDK6	Unknown	24389100
TP73	AQP3	Unknown	11231003
TP73	BAX	Unknown	19067706
TP73	BBC3	1	17700533
TP73	BIRC5	Unknown	19067706
TP73	CABLES1	Unknown	11706030
TP73	CDK1	Unknown	19067706
TP73	CDKN1A	1	12841870;17700533
TP73	CDKN1A	Unknown	16193303;19067706
TP73	E2F1	Unknown	19363520
TP73	FDXR	Unknown	12370809
TP73	MDM2	Unknown	10469568
TP73	PMAIP1	1	17700533
TP73	TERT	2	16205639
TP73	VDR	Unknown	17716971
TRAF6	CD40	Unknown	16143987
TRAF6	TICAM1	Unknown	14530355;20047764
TRAF6	VEGFA	2	22326918
TRERF1	CCR7	Unknown	17006331
TRERF1	CD40	2	18652845
TRERF1	CD80	2	18652845
TRERF1	CD86	2	18652845
TRERF1	LILRB1	2	18652845
TRERF1	LILRB2	2	18652845
TRERF1	LILRB4	2	18652845
TRIB3	ATF4	2	15781252;17707795
TRIB3	SMAD3	Unknown	21896644
TRIM16	DES	2	22009481
TRIM16	E2F1	2	20729920
TRIM16	VIM	2	22009481
TRIM22	NFKB1	Unknown	21651891
TRIM22	RELA	Unknown	21651891
TRIM25	DDX58	Unknown	21292167
TRIM28	E2F3	2	23060449
TRIM28	E2F4	2	23060449
TRIM28	ID1	Unknown	21876767
TRIM28	ZNF274	Unknown	21170338
TRIP6	CDK6	Unknown	24389100
TRPS1	KLK3	Unknown	14680804
TRPS1	RUNX2	2	16140555
TRRAP	CCND2	1	11511535
TRRAP	MITF	2	15581068
TSC22D1	CNP	1	20802130
TSC22D3	CCND1	1	19814803
TSC22D3	CDKN1A	2	19814803
TSC22D3	FOXO1	2	20018851
TSC22D3	FOXO3	2	20018851
TSC22D3	FOXO4	2	20018851
TSG101	CEP55	Unknown	18948538
TSG101	EGFR	2	19154774
TSG101	REG4	2	18643869
TTF2	TPO	1	8602863
TTF2	TSG101	Unknown	21556761
TWIST1	AKR1C2	1	19051271
TWIST1	AKT2	1	21876555;22982861
TWIST1	ATM	1	19051271
TWIST1	BCL2	Unknown	23095743
TWIST1	BMI1	1	21876555
TWIST1	CD44	1	17487558
TWIST1	CDH1	2	15311212;19581928;20053763;21876555;22899291
TWIST1	CDH1	Unknown	21796367
TWIST1	CDH2	Unknown	21796367
TWIST1	CTPS1	1	19051271
TWIST1	DKK1	Unknown	18453541
TWIST1	DNM3	1	18033314
TWIST1	ERBB3	2	19051271
TWIST1	ESR1	2	22056872
TWIST1	F2R	2	19051271
TWIST1	FN1	1	20646316
TWIST1	FOS	1	19051271
TWIST1	GDF15	1	19051271
TWIST1	ICAM1	1	17487558
TWIST1	ILK	2	19051271
TWIST1	ITGB1	1	17487558
TWIST1	KLF17	Unknown	24220291
TWIST1	MAPK1	1	23222305
TWIST1	MAPK3	1	23222305
TWIST1	MMP1	Unknown	23222305
TWIST1	MMP2	1	20646316
TWIST1	MYB	2	19051271
TWIST1	NF1	2	19051271
TWIST1	NR2F1	1	19051271
TWIST1	PFDN4	2	19051271
TWIST1	RAP1A	2	19051271
TWIST1	RBL2	2	19051271
TWIST1	RUNX2	2	21503964;21931630
TWIST1	RUNX2	Unknown	12270142
TWIST1	SRPX	2	19051271
TWIST1	TIMP1	2	19513566
TWIST1	YBX1	1	21876555
TWIST1	YBX1	Unknown	19318582
TWIST2	AKR1C2	1	19051271
TWIST2	ATM	1	19051271
TWIST2	CD44	1	17487558
TWIST2	CDH1	Unknown	21796367
TWIST2	CDH2	2	19581928
TWIST2	CDH2	Unknown	21796367
TWIST2	CTPS1	1	19051271
TWIST2	DKK1	Unknown	18453541
TWIST2	ERBB3	2	19051271
TWIST2	F2R	2	19051271
TWIST2	FN1	1	20646316
TWIST2	FOS	1	19051271
TWIST2	GDF15	1	19051271
TWIST2	ICAM1	1	17487558
TWIST2	ILK	2	19051271
TWIST2	ITGB1	1	17487558
TWIST2	MMP2	1	20646316
TWIST2	MYB	2	19051271
TWIST2	NF1	2	19051271
TWIST2	NR2F1	1	19051271
TWIST2	PFDN4	2	19051271
TWIST2	POSTN	Unknown	21801849
TWIST2	RAP1A	2	19051271
TWIST2	RBL2	2	19051271
TWIST2	RUNX2	2	21931630
TWIST2	RUNX2	Unknown	12270142
TWIST2	SRPX	2	19051271
UBP1	CYP11A1	Unknown	18004979
UBTF	TAF1B	Unknown	10082553
UHRF1	ABCB1	2	20037778
UHRF1	PPARG	2	22286757
UHRF1	RB1	1	16007129
UHRF1	TOP2A	Unknown	10646863
UHRF1	VEGFA	Unknown	17934516
UPF1	NCBP1	Unknown	20691628
UPF1	SLBP	Unknown	25016523
UPF2	UPF1	Unknown	19095803
URI1	AR	2	21730289
USF1	ABCA1	1	11861672
USF1	AGT	2	18802024
USF1	APC	1	11241666
USF1	APEX1	Unknown	7534297
USF1	APOA2	Unknown	9880489
USF1	APOA5	1	15684402;18572192
USF1	APOA5	Unknown	20054229
USF1	ASCL2	2	12917334
USF1	ASPH	Unknown	19087304
USF1	B2M	1	12480693
USF1	BRCA2	Unknown	10557089
USF1	CCNB1	Unknown	10548544
USF1	CD2	1	7929376
USF1	CEACAM1	1	21050451;8055923
USF1	CEACAM5	1	7876096
USF1	CIITA	1	9491997
USF1	CIITA	Unknown	10202014
USF1	CTSB	Unknown	14669984;15276216
USF1	CTSD	1	9731700
USF1	CXCR4	1	10229837
USF1	CYP19A1	2	12917334
USF1	CYP1A1	2	9388470
USF1	EXT1	Unknown	22037484
USF1	FBP1	Unknown	11023824
USF1	FCER1A	Unknown	11180124
USF1	FMO3	Unknown	17786630
USF1	FMR1	1	11058604
USF1	FMR1	Unknown	15175277
USF1	FOXA2	1	22460558
USF1	GATA5	1	22625849
USF1	GCK	1	9677331
USF1	HMOX1	1	15242350
USF1	HOXB4	1	12791656
USF1	HOXB4	Unknown	11085749
USF1	HOXB7	Unknown	12697323
USF1	ID4	Unknown	9516472
USF1	IFNG	Unknown	8900159
USF1	ISG20	Unknown	10871365
USF1	LIPC	Unknown	15721010;19416648
USF1	MVP	Unknown	24173679
USF1	MYH9	Unknown	11467950
USF1	NFKB1	Unknown	19686049
USF1	NPHS2	Unknown	16572591
USF1	P4HA1	1	16488890
USF1	PF4	1	15187018
USF1	PIGR	1	14644095
USF1	PIGR	Unknown	15864740
USF1	PKLR	Unknown	7852331
USF1	POU2F1	Unknown	18845576
USF1	PTGDS	1	17574780
USF1	PTGDS	2	18817855
USF1	PTGS2	2	18817855
USF1	PTPN6	Unknown	12071971
USF1	RELA	Unknown	19686049
USF1	S100A6	1	11118618
USF1	SCN9A	Unknown	8923453
USF1	SERBP1	1	18234320
USF1	SERPINE1	1	16902162
USF1	SERPINE1	Unknown	12235287
USF1	SF1	Unknown	18165439
USF1	SLC16A1	Unknown	15691871
USF1	SLC19A1	1	15214842
USF1	SLC1A3	Unknown	14713304
USF1	SLC22A2	1	17314196
USF1	SLC22A2	Unknown	18508876
USF1	TBX21	Unknown	22258560
USF1	TCN2	Unknown	9774437
USF1	TERT	1	12970752
USF1	TERT	2	12941894
USF1	TERT	Unknown	12044867
USF1	TGFB1	1	14757763
USF1	TGFB2	1	11776974
USF1	TOP3A	1	9748294
USF1	TRAP	1	12663664
USF1	TYMS	Unknown	12782596
USF2	ABCA1	1	11861672
USF2	APC	1	11241666
USF2	APOA2	Unknown	9880489
USF2	APOA5	1	18572192
USF2	APOA5	Unknown	15684402
USF2	ASCL2	2	12917334
USF2	ASPH	Unknown	19087304
USF2	ATP5F1A	1	10434034
USF2	B2M	1	12480693
USF2	BRCA1	Unknown	14502648
USF2	BRCA2	Unknown	10557089
USF2	CD2	1	7929376
USF2	CEACAM1	1	8055923
USF2	CEACAM5	1	7876096
USF2	CFTR	Unknown	23560079
USF2	CTSB	Unknown	14669984;15276216
USF2	CTSD	1	9731700
USF2	CXCR2	1	10229837
USF2	CXCR4	1	10229837
USF2	CYP19A1	2	12917334
USF2	EPAS1	Unknown	23991099
USF2	FBP1	Unknown	11023824
USF2	FCER1A	Unknown	11180124
USF2	FMR1	1	11058604
USF2	FMR1	Unknown	15175277
USF2	HIF1A	Unknown	23991099
USF2	HMOX1	1	15242350
USF2	HOXB4	1	12791656
USF2	HOXB4	Unknown	11085749
USF2	IGF2R	1	12857727
USF2	LIPC	Unknown	19416648
USF2	MYH9	Unknown	11467950
USF2	NR5A1	Unknown	18165439
USF2	P4HA1	1	16488890
USF2	PDX1	1	10393088
USF2	PF4	1	15187018
USF2	PIGR	1	14644095
USF2	PIGR	Unknown	15864740
USF2	PKLR	Unknown	7852331
USF2	POU2F1	Unknown	18845576
USF2	PTGS2	Unknown	12057991
USF2	PTPN6	Unknown	12071971
USF2	SF1	Unknown	18165439
USF2	SLC19A1	1	15214842
USF2	TCN2	Unknown	9774437
USF2	TERT	1	12970752
USF2	TERT	2	12941894
USF2	TERT	Unknown	12044867
USF2	TGFB1	1	14757763
USF2	TGFB1	Unknown	15184388
USF2	TGFB2	1	11776974
USF2	TGFB2	Unknown	8943301
USF2	THBS1	1	15184388
USF2	TOP3A	1	11557042
USF2	TRAP	1	12663664
UTF1	CDKN1B	Unknown	23536577
VDR	AMH	Unknown	19056816
VDR	ASAP2	Unknown	23999061
VDR	BGLAP	Unknown	20227497
VDR	BHLHE40	Unknown	23220548
VDR	CALB1	1	1317496
VDR	CAMP	Unknown	15985530
VDR	CD14	1	16402404
VDR	CDH1	1	22213313
VDR	CDKN1A	Unknown	23087083
VDR	CDKN1B	1	16518840
VDR	CST5	1	19662683
VDR	CXCL8	1	9431991
VDR	CXCL8	Unknown	24250750
VDR	CYP1A1	Unknown	22837390
VDR	CYP24A1	1	23463632
VDR	CYP24A1	2	9687155
VDR	CYP24A1	Unknown	19244278;19429444;21763285
VDR	CYP3A4	Unknown	11723248
VDR	CYP3A4	1	12147248;19712670
VDR	CYP3A4	Unknown	11991950;15205382;15358113;18400206;22939842
VDR	CYP3A5	Unknown	22939842
VDR	CYP3A7	Unknown	15358113
VDR	CYP7A1	2	19106115;20371703
VDR	DDIT4	Unknown	21123297
VDR	DKK4	2	18408752
VDR	EGFR	2	16087726
VDR	EGFR	Unknown	15218361
VDR	ERBB2	Unknown	10765127
VDR	FOXP3	Unknown	22529297
VDR	HLA-DRB1	Unknown	19956544
VDR	HOXA10	1	15905361
VDR	IGFBP3	2	23770368
VDR	IGFBP3	Unknown	14963110
VDR	IL10	2	20691220
VDR	IL12B	2	21310195
VDR	IL2	2	7565732
VDR	IL6	2	11050002
VDR	NCOR1	1	23098689
VDR	PHB	Unknown	16849588;17207617
VDR	PLD1	Unknown	17433303
VDR	PODXL	Unknown	23548800
VDR	PRL	Unknown	10406465
VDR	PTH	2	17095575;7489414
VDR	SKP2	2	16883603
VDR	TLR10	Unknown	24373795
VDR	TNFRSF21	1	12520529
VDR	TPT1	1	19815065
VDR	TRPV6	Unknown	17293108;20227497;22563729
VDR	UCP1	Unknown	23906633
VEZF1	IL3	1	8035792
VHL	ANGPT2	2	12434420
VHL	AR	1	23961993
VHL	CA12	Unknown	9770531
VHL	CA9	Unknown	15754010
VHL	CCND1	Unknown	19238077
VHL	CDKN1B	1	10778984
VHL	CDKN1C	1	15824735
VHL	COL4A2	Unknown	17700531
VHL	CXCR4	2	13679920
VHL	DAB2	1	15824735
VHL	HIF1A	2	11987242
VHL	HIF1A	Unknown	11727931;19238077
VHL	IGF1R	2	17486080;19509240
VHL	KLF10	Unknown	18359287
VHL	NMU	2	21791076
VHL	SPARC	1	15824735
VHL	BHLHE40	Unknown	11278694
VHL	TCF4	Unknown	16407833
VHL	TFRC	2	15985433
VHL	TP53	Unknown	22071692
VHL	VEGFA	1	10804089;7533661;8625303
VHL	VEGFA	2	10581162;12539169;12912922;8855222;9370235
VHL	VEGFA	Unknown	10189987;19801654;9572397;9689663
WDR5	MYC	Unknown	24782528
WHSC1	AR	Unknown	19481544
WHSC1	ID1	Unknown	16115125
WT1	ABCB1	Unknown	10392899;10860921
WT1	AMH	1	11097782
WT1	AR	2	11299720
WT1	BCL2	Unknown	12644474
WT1	CAMP	2	12213901
WT1	CCNE1	2	11919196
WT1	CD14	1	9484784
WT1	ADGRE5	1	22313360
WT1	CDC73	2	24257751
WT1	CDH1	2	23298185;23945386
WT1	CDKN1A	Unknown	18202757
WT1	CIAO1	2	9556563
WT1	CKM	1	8389468
WT1	CTCF	Unknown	24534946
WT1	CTGF	Unknown	10973960
WT1	CX3CL1	Unknown	17430890
WT1	CXXC5	1	20220130
WT1	CYP19A1	2	12213901
WT1	DNMT3A	1	23042785
WT1	EGFR	2	9291179
WT1	EREG	Unknown	17430890
WT1	ETS1	1	18212735;20842112
WT1	HBEGF	1	22641673
WT1	HBEGF	Unknown	17430890
WT1	HOXA10	Unknown	23888944
WT1	IGF1	2	9076342
WT1	IGF1R	2	10499530;12444079
WT1	IGF1R	Unknown	11001824;15345673
WT1	IGF2	2	1323141;7535092;8634146
WT1	IGF2	Unknown	10606246
WT1	IL2RB	Unknown	11960373
WT1	IRF8	2	20237505
WT1	ITGAX	1	9484784
WT1	JUN	1	20842112
WT1	JUNB	Unknown	17430890
WT1	KLK3	Unknown	18631392
WT1	MYB	2	7559553
WT1	MYC	2	17634147
WT1	MYC	Unknown	15286719
WT1	MYCN	2	10470095
WT1	NDRG2	1	17688410
WT1	NOV	Unknown	11502835
WT1	NPHS1	Unknown	15504938;23768159
WT1	NR5A1	Unknown	12130543
WT1	ODC1	1	8604351
WT1	PAX2	2	9738017;9916932
WT1	PDGFA	2	1429549;7535092
WT1	PDGFA	Unknown	8415628
WT1	PODXL	1	15155752
WT1	SMAD3	1	20842112
WT1	SNAI2	Unknown	17430890
WT1	SRY	1	11278460
WT1	STIM1	2	20123987
WT1	TBXA2R	2	19067769
WT1	TERT	2	18754863;20842112
WT1	THBS1	1	15542786
WT1	THBS1	2	15618543
WT1	U2AF2	Unknown	9784496
WT1	UBE2I	2	8798754
WT1	VDR	1	23362234
WT1	VDR	Unknown	11050081;11773605
WT1	VEGFA	1	20871039
WT1	VEGFA	Unknown	16572586;17127464
WT1	VEGFB	Unknown	17127464
WT1	WTAP	Unknown	17095724
WWP1	ERBB4	2	19561640
WWP1	SPART	Unknown	19307600
WWP1	TGFBR1	2	15221015
WWTR1	ASNS	2	22470139
WWTR1	BAK1	1	22470139
WWTR1	BAX	1	22470139
WWTR1	IGFBP1	Unknown	20164440
WWTR1	LTBR	1	22470139
WWTR1	SMAD3	1	22470139
XBP1	CCL2	Unknown	16931790
XBP1	CXCL8	Unknown	16931790
XBP1	DDIT3	Unknown	17455323
XBP1	EDEM2	Unknown	15579471
XBP1	ERN1	Unknown	20513357
XBP1	ERP29	2	19265690
XBP1	ESR1	1	15882996
XBP1	GAD1	Unknown	18335162
XBP1	HSPA1A	Unknown	17404501
XBP1	HSPA5	1	14718536;20170659
XBP1	HSPA5	Unknown	12713871
XBP1	IL6	Unknown	16931790
XBP1	NOS2	Unknown	20637858
XBP1	NPPB	1	20170659
XBP1	PRNP	Unknown	23737521
XBP1	PTGER4	Unknown	23300802
XBP1	SOD2	Unknown	17192397
XBP1	VEGFA	Unknown	20824063
XBP1	WFS1	Unknown	16539657
XBP1	ZHX2	Unknown	22078940
XPC	CASP2	2	22174370
XPC	CPD	Unknown	12713809
XPC	KIN	1	12525703
XPC	RNF111	2	23751493
XRCC5	CD40	Unknown	17031478
XRCC5	ERBB2	Unknown	22899247
XRCC5	ETS1	2	19836356
XRCC6	CD40	Unknown	17031478
XRCC6	ERBB2	Unknown	22899247
YBX1	ABCB1	1	10644769
YBX1	ABCB1	2	17072343
YBX1	ABCB1	Unknown	18234965
YBX1	AGT	1	11829142
YBX1	ANAPC4	2	20596676
YBX1	AR	Unknown	21652770
YBX1	CCNB1	2	20596676
YBX1	CCNC	2	20596676
YBX1	CDC20	2	20596676
YBX1	CDH1	1	17072343
YBX1	CDKN3	1	20596676
YBX1	CKS2	2	20596676
YBX1	CXCR4	1	17072343
YBX1	E2F1	Unknown	22205655
YBX1	EGFR	1	17875215;19648825
YBX1	ERBB2	1	19648825
YBX1	ERBB2	Unknown	20838384
YBX1	ERBB3	1	19648825
YBX1	FAS	2	10903433
YBX1	KPNA2	2	20596676
YBX1	MET	1	19648825
YBX1	MIA	Unknown	23672612
YBX1	MMP13	2	17822788
YBX1	MMP2	Unknown	10589685
YBX1	MNAT1	2	20596676
YBX1	MYCN	1	17072343
YBX1	RAD9A	1	20596676
YBX1	RBBP8	2	20596676
YBX1	SKP2	2	20596676
YBX1	SLC6A4	Unknown	15229244;17360901;23765727
YBX1	SUMO1	2	20596676
YBX1	TOP2A	Unknown	10597187
YBX1	TYMS	2	17072343
YEATS4	TP53	2	18214854
YY1	ACTC1	2	9171244
YY1	ADORA2A	Unknown	20666933
YY1	APC	2	22907428
YY1	APH1A	1	21443683
YY1	ATP2C1	1	15955096
YY1	BDKRB1	Unknown	15705059
YY1	BRCA1	Unknown	21666725
YY1	CBX5	Unknown	19566924
YY1	CCL13	Unknown	12805085
YY1	CCR5	2	12571248;15737629
YY1	CETP	Unknown	10393213
YY1	CFTR	1	10652351;20309604
YY1	CFTR	Unknown	16170155;23560079
YY1	COL1A2	Unknown	8910550
YY1	COX6A1	Unknown	10773445
YY1	COX7C	1	9092564
YY1	CREBBP	2	21852380
YY1	CREBBP	Unknown	9238849
YY1	CTCF	1	9756895
YY1	CXCR4	2	10229837;11145693;12571248;15737629;15805285;20068066
YY1	CXCR4	Unknown	14563373
YY1	CYP3A5	Unknown	22292071
YY1	DBH	1	8753872
YY1	DEK	Unknown	12483538
YY1	DNAJB4	1	15782117;21345358
YY1	EGFR	1	22580610
YY1	EPAS1	2	19483472
YY1	ERBB2	1	19435870
YY1	ERBB2	Unknown	15870067;18218085
YY1	ERCC5	1	17893230
YY1	FAS	2	16784892;17530016
YY1	FCER1A	1	11971001
YY1	FCGR2B	Unknown	15153544
YY1	FCGR3B	Unknown	15153544
YY1	FDPS	Unknown	10318878
YY1	FMO3	Unknown	17786630
YY1	GBP1	Unknown	22162832
YY1	GDAP1	1	19720140
YY1	GNAS	Unknown	18458536
YY1	HAS2	2	21795679
YY1	HBE1	Unknown	9662337
YY1	HCFC1	Unknown	23000143
YY1	HDAC1	Unknown	11532945
YY1	HDAC2	Unknown	11532945
YY1	HDAC3	Unknown	19279113
YY1	HIF1A	Unknown	20660740
YY1	HLA-DRA	Unknown	11533238;19252299
YY1	HOXB13	2	19013255
YY1	HOXB7	Unknown	12697323
YY1	HSD3B2	1	15291746
YY1	HSPA5	1	15899857
YY1	IFNB1	Unknown	22065573
YY1	IFNG	1	8756632
YY1	IFNG	2	8756632
YY1	IFNG	Unknown	12836278
YY1	IL1B	Unknown	22467534
YY1	IL4	1	11687571
YY1	IL5	1	10518827
YY1	IL5	Unknown	17270283
YY1	INO80	Unknown	17721549
YY1	IRF7	Unknown	22065573
YY1	IVL	Unknown	8550612
YY1	KIR3DL1	Unknown	23328843
YY1	LDLR	Unknown	10318878
YY1	LRIG2	Unknown	22721266
YY1	LSS	Unknown	17925399
YY1	MUC4	2	23813057
YY1	MYC	1	18490439
YY1	MYC	2	19279113
YY1	MYC	Unknown	10528225;17434929;9797456
YY1	NF1	1	15763658
YY1	NOS2	Unknown	20430007
YY1	NR3C1	Unknown	10030686
YY1	OPRM1	Unknown	17990281
YY1	PARP1	Unknown	9367892
YY1	PCNA	1	16099430
YY1	PCNA	Unknown	7479004
YY1	PDIA6	2	1330541
YY1	PEG3	Unknown	18458536
YY1	POSTN	2	21839814
YY1	PRDM2	1	18488713
YY1	SAP30	Unknown	12788099
YY1	SLC26A3	Unknown	17761837
YY1	SMAD7	Unknown	24369345
YY1	SNRPN	Unknown	16116039
YY1	STAR	Unknown	22253417
YY1	SURF1	1	10858544;7607503
YY1	SURF1	Unknown	9278494
YY1	SURF2	1	10858544;7607503
YY1	TDO2	Unknown	10580097
YY1	TF	Unknown	8548503
YY1	TFAP2A	1	18218085
YY1	TFRC	Unknown	19437620
YY1	TNFRSF10B	1	17431117
YY1	TNFRSF10B	2	17431117;17530016;18778787
YY1	TOP3A	1	9748294
YY1	TP53	1	10634504;8816507
YY1	TP53	2	10787423
YY1	TP53	Unknown	10505791
YY1	TP73	1	17980704
YY1	TSIX	Unknown	18458536
YY1	VEGFB	1	20660740
